timestamp,value,score,year,month,day,hour,minute
2021-01-08 10:27:16,8.35,1.5250024542,2021,1,8,10,27
2021-01-08 10:30:16,8.55,1.4970272549,2021,1,8,10,30
2021-01-08 10:33:16,8.53,1.4937484408,2021,1,8,10,33
2021-01-08 10:36:16,8.61,1.5223587529,2021,1,8,10,36
2021-01-08 10:39:15,8.64,1.5418101079,2021,1,8,10,39
2021-01-08 10:42:16,8.69,1.5056640836,2021,1,8,10,42
2021-01-08 10:45:15,8.75,1.5131987323,2021,1,8,10,45
2021-01-08 10:48:16,8.8,1.5402984239,2021,1,8,10,48
2021-01-08 10:51:15,8.81,1.5389036372,2021,1,8,10,51
2021-01-08 10:54:16,8.79,1.5461725042,2021,1,8,10,54
2021-01-08 10:57:15,8.79,1.5498009569,2021,1,8,10,57
2021-01-08 11:00:16,8.83,1.5440927165,2021,1,8,11,0
2021-01-08 11:03:16,8.88,1.5463392856,2021,1,8,11,3
2021-01-08 11:06:15,8.94,1.498473993,2021,1,8,11,6
2021-01-08 11:09:15,9.0,1.48539164,2021,1,8,11,9
2021-01-08 11:12:15,8.91,1.4616351515,2021,1,8,11,12
2021-01-08 11:15:16,8.98,1.4811817526,2021,1,8,11,15
2021-01-08 11:18:15,9.06,1.4712621747,2021,1,8,11,18
2021-01-08 11:21:16,9.16,1.5340711929,2021,1,8,11,21
2021-01-08 11:24:16,9.15,1.5341777325,2021,1,8,11,24
2021-01-08 11:27:15,9.15,1.5452499975,2021,1,8,11,27
2021-01-08 11:30:16,8.99,1.548802448,2021,1,8,11,30
2021-01-08 11:33:16,8.96,1.5397528954,2021,1,8,11,33
2021-01-08 11:36:16,9.04,1.5407800884,2021,1,8,11,36
2021-01-08 11:39:16,9.09,1.5349300278,2021,1,8,11,39
2021-01-08 11:42:15,9.01,1.5332523148,2021,1,8,11,42
2021-01-08 11:45:16,8.94,1.5342965776,2021,1,8,11,45
2021-01-08 11:48:15,8.92,1.51877836,2021,1,8,11,48
2021-01-08 11:51:16,8.94,1.525170508,2021,1,8,11,51
2021-01-08 11:54:15,8.98,1.5226272465,2021,1,8,11,54
2021-01-08 11:57:16,9.01,1.5168615883,2021,1,8,11,57
2021-01-08 12:00:15,9.07,1.5145586335,2021,1,8,12,0
2021-01-08 12:03:15,9.13,1.5086171229,2021,1,8,12,3
2021-01-08 12:06:16,9.08,1.5041717657,2021,1,8,12,6
2021-01-08 12:09:15,9.07,1.5002093276,2021,1,8,12,9
2021-01-08 12:12:16,9.04,1.4951975342,2021,1,8,12,12
2021-01-08 12:15:15,8.93,1.4941995192,2021,1,8,12,15
2021-01-08 12:18:16,8.89,1.4891276607,2021,1,8,12,18
2021-01-08 12:21:16,8.83,1.4850154206,2021,1,8,12,21
2021-01-08 12:24:16,8.93,1.4864355383,2021,1,8,12,24
2021-01-08 12:27:16,8.87,1.4830597961,2021,1,8,12,27
2021-01-08 12:30:15,8.8,1.492773185,2021,1,8,12,30
2021-01-08 12:33:16,8.78,1.4813826032,2021,1,8,12,33
2021-01-08 12:36:15,8.76,1.5093055112,2021,1,8,12,36
2021-01-08 12:39:16,8.77,1.4812365009,2021,1,8,12,39
2021-01-08 12:42:15,8.74,1.4780098486,2021,1,8,12,42
2021-01-08 12:45:16,8.76,1.4829690201,2021,1,8,12,45
2021-01-08 12:48:15,8.78,1.4823971557,2021,1,8,12,48
2021-01-08 12:51:16,8.8,1.4819403758,2021,1,8,12,51
2021-01-08 12:54:16,8.79,1.4785414413,2021,1,8,12,54
2021-01-08 12:57:15,8.81,1.4816144902,2021,1,8,12,57
2021-01-08 13:00:16,8.8,1.4914506859,2021,1,8,13,0
2021-01-08 13:03:15,8.78,1.4807195496,2021,1,8,13,3
2021-01-08 13:06:16,8.8,1.4824416118,2021,1,8,13,6
2021-01-08 13:09:15,8.77,1.4841067767,2021,1,8,13,9
2021-01-08 13:12:16,8.72,1.4830336609,2021,1,8,13,12
2021-01-08 13:15:15,8.76,1.4897503874,2021,1,8,13,15
2021-01-08 13:18:16,8.78,1.498002039,2021,1,8,13,18
2021-01-08 13:21:15,8.8,1.4938538303,2021,1,8,13,21
2021-01-08 13:24:16,8.75,1.5015705744,2021,1,8,13,24
2021-01-08 13:27:15,8.71,1.4939127565,2021,1,8,13,27
2021-01-08 13:30:16,8.72,1.4939320814,2021,1,8,13,30
2021-01-08 13:33:16,8.67,1.5022542085,2021,1,8,13,33
2021-01-08 13:36:16,8.73,1.4878201498,2021,1,8,13,36
2021-01-08 13:39:16,8.73,1.4873060449,2021,1,8,13,39
2021-01-08 13:42:15,8.73,1.4926430698,2021,1,8,13,42
2021-01-08 13:45:16,8.72,1.4841115272,2021,1,8,13,45
2021-01-08 13:48:15,8.76,1.4850823862,2021,1,8,13,48
2021-01-08 13:51:16,8.75,1.4819873711,2021,1,8,13,51
2021-01-08 13:54:15,8.75,1.4817240362,2021,1,8,13,54
2021-01-08 13:57:16,8.76,1.5119513842,2021,1,8,13,57
2021-01-08 14:00:15,8.78,1.4821196236,2021,1,8,14,0
2021-01-08 14:03:16,8.8,1.5121804203,2021,1,8,14,3
2021-01-08 14:06:15,8.87,1.4850661368,2021,1,8,14,6
2021-01-08 14:09:15,8.8,1.4816675187,2021,1,8,14,9
2021-01-08 14:12:15,8.8,1.4863216879,2021,1,8,14,12
2021-01-08 14:15:16,8.84,1.4831589019,2021,1,8,14,15
